16069019,5,13
21912114,3,85
21532628,3,18
30528535,5,16
13529800,2,14
17885167,1,25
617510,3,18
20694773,2,1
13059477,3,9
15783386,4,58
31296228,1,63
3295695,1,10
6431790,4,16
15797695,1,78
18404166,1,9
102164,1,34
6739080,4,5
43587154,3,61
11669346,2,19
656836,3,20
41143305,4,21
7649307,5,15
10836748,0,1
42662716,3,7
22444090,1,0
170169,3,14
17200687,0,22
10468701,3,38
11451865,1,42
13605647,2,7
8800489,1,4
6698001,0,36
31845516,1,29
13364202,5,78
36172319,0,36
35269145,2,97
1497534,4,45
833550,5,59
23253083,3,2
30334,2,59
19668,4,18
13665053,1,18
127179,1,81
3754102,1,4
12074904,3,44
18506999,3,68
17504621,4,94
12792988,0,17
64207,4,30
16039255,5,36
22729621,2,1
7828783,0,89
17855485,3,5
251964,5,100
13579274,3,7
25959389,0,1
1235709,1,2
18623445,2,82
13355017,4,89
35553614,5,33
23281789,5,60
39095082,2,25
13843,1,14
29946,1,42
17157823,4,71
27876336,1,47
6703145,3,64
823561,5,81
35524113,5,18
17235448,1,1
32710777,3,1
20740634,4,70
26800718,1,68
6072105,2,20
36194389,3,19
32191710,4,84
443103,4,76
12343299,4,85
336245,4,31
13420904,4,1
676921,3,40
10594356,0,82
36264003,3,74
49286,0,41
25425311,0,12
1191,5,15
625846,2,22
23595481,0,89
39009405,2,20
854764,0,2
13607683,5,18
16176693,4,46
3894283,1,96
288756,2,12
8116805,4,7
17182066,2,11
4332082,4,80
23259278,2,1
9325874,4,11
29446748,3,7
17697611,2,15
18952,3,26
9708888,2,49
30079697,1,75
32418,3,97
3206011,2,86
21533138,3,10
5356056,2,66
25279809,1,11
29022,0,15
11927282,4,14
13278242,4,63
7432,3,59
617510,1,97
89230,3,4
19958456,3,33
11086545,4,17
183222,1,14
41064641,5,34
99219,0,13
7781732,2,66
7317546,0,13
1057398,3,5
7504833,0,5
15760897,4,55
880378,3,0
107055,4,9
129343,1,23
34750163,2,17
18246270,1,92
16052099,5,13
16060716,5,19
24779481,0,7
110410,0,4
41564321,5,14
8753495,3,29
13026804,0,14
10805543,3,36
9645632,1,7
7500150,3,8
7818683,1,67
10837174,4,3
11230,3,65
22848621,1,70
13334117,5,9
15984445,4,86
17566003,3,97
99826,1,70
48468,1,15
11010324,3,45
6562339,0,71
23462642,5,19
18374569,1,41
9755855,3,94
25584230,1,14
28094098,3,7
16729,3,65
16282303,0,56
17669243,0,4
18608266,5,0
3332986,0,44
30236300,5,19
6752458,3,14
13160329,4,33
25112957,1,10
29226001,3,76
23395414,1,46
10955239,1,9
22835844,5,4
17383302,2,5
30295016,1,14
7930252,3,1
505983,5,79
1363577,0,70
10757833,3,94
6006098,1,36
18809602,3,20
93453,5,18
21776145,4,89
18908199,1,0
28390369,2,40
17729340,4,10
24334,2,19
17347222,0,6
30634709,2,90
8074967,5,89
22030693,0,1
21538964,1,81
33783055,0,39
28783749,5,6
702559,1,3
973196,2,73
22018254,3,79
20359719,3,73
5966593,4,81
9653057,5,41
11868241,1,67
18615933,0,22
9988405,5,43
588002,1,50
16280494,2,3
82121,2,43
23012543,0,2
