18925969,0,79
34964865,3,45
16176693,2,99
7743783,5,34
16060461,3,17
764302,5,36
514811,0,64
18624197,0,59
41884270,4,82
7077917,0,6
133486,1,7
43549952,5,33
925697,1,74
25505739,2,11
6791142,1,51
11913681,5,55
23870576,3,58
21913812,2,63
2595369,2,4
11430898,0,94
259562,3,96
35066358,4,13
92200,1,44
24001092,3,60
13538868,5,26
383480,2,19
690926,5,15
38580144,5,85
11724850,4,64
3173125,3,0
17061489,2,44
18126622,5,4
9590422,5,63
24403,0,11
8585317,3,20
32469736,3,9
17504621,3,14
15830521,0,5
28763485,0,18
13191409,3,60
6255949,5,30
23315657,5,89
7187557,1,42
513275,4,18
16118134,4,66
15888492,0,5
22980034,5,67
7841680,0,19
25931693,3,80
3614157,5,21
16150831,5,78
15724704,1,36
18527498,0,47
13450049,3,18
550454,4,43
17926783,2,9
26449130,0,34
96677,1,19
191411,4,83
825889,4,88
8660468,3,17
15726780,1,65
23002593,3,2
1149593,4,17
12176602,4,81
16163245,1,77
8437379,3,10
12586,2,93
108824,3,12
15806994,1,13
17839590,0,34
823561,5,22
1085955,4,12
874419,1,19
23309634,3,2
1429082,3,1
9887165,3,2
22088405,2,77
30216996,1,46
17315933,1,13
13412960,5,18
18741251,3,18
18267080,1,64
18757554,1,11
647579,4,82
18741309,1,10
25365,5,34
18427593,1,70
37814102,1,76
13982,0,41
15726406,0,12
15739201,0,17
27776547,2,12
22046835,3,23
372812,3,92
617097,1,21
19443032,0,2
38894208,4,16
1081531,3,72
16114675,3,17
20429736,0,36
973196,1,99
16006,2,18
28138673,4,21
40046019,5,61
2981660,2,10
1369510,5,27
12159815,1,100
7031834,0,68
147848,1,16
6395623,4,41
18149630,4,81
24901891,4,17
75220,5,15
39328640,5,98
778463,1,99
2802316,5,47
6643543,1,77
36464086,5,20
2159,4,83
1149593,1,72
20554511,2,27
41014762,1,63
24611425,4,17
891813,0,17
25921,1,40
26031191,1,54
2592122,2,79
17697611,1,5
174834,1,14
9794605,3,1
23523867,5,14
16101015,3,42
183199,1,15
36300633,4,51
712313,0,12
16159047,1,19
18103481,3,17
29875363,0,72
209577,1,60
43503374,5,1
9409469,0,40
778463,0,70
16130366,2,30
15703332,0,18
18209411,0,5
6928575,5,7
36686512,4,81
27590487,4,14
11559200,0,24
8754447,0,47
36463285,5,86
140996,4,5
17210596,2,18
9498875,5,58
15997611,0,64
13517372,3,70
13356344,4,68
8835902,1,10
836301,5,1
6687247,1,10
7159898,0,16
8922184,5,18
18774964,0,74
28005152,5,40
18168637,0,74
7186426,5,0
12875355,2,37
402843,1,96
16189512,2,0
287574,0,80
18760990,3,9
2801187,0,15
24752366,4,43
6193,5,22
30340849,4,15
17934410,1,19
183199,2,83
17971900,3,6
570963,2,0
400763,2,39
14759334,3,2
7362158,2,7
20581817,3,26
18711144,5,1
23210846,1,19
164221,0,14
16109790,2,1
8852,1,59
17332182,5,81
28382,1,18
35172958,1,97
146064,4,50
2165,0,57
244261,4,92
293207,5,14
13356825,1,67
6597344,5,39
18111068,0,9
2239436,5,46
17668038,1,20
11186443,0,16
1121116,5,41
13129136,0,4
10801900,4,14
238251,2,20
3214819,5,35
703323,4,17
74406,5,31
24955343,3,99
1063598,3,43
5661489,3,62
5562474,3,9
18509671,3,84
26186483,0,7
17788580,5,91
40947801,2,2
47241,2,2
22456930,1,75
11195608,4,16
11556337,0,30
17858589,5,5
